-3.000000		-12.500000
7.000000		-10.833333
17.000000		-9.166667
27.000000		-7.500000
37.000000		-5.833333
47.000000		-4.166667
57.000000		-2.500000
67.000000		-0.833333
77.000000		0.833333
87.000000		2.500000
97.000000		4.166667
107.000000		5.833333
117.000000		7.500000
127.000000		9.166667
137.000000		10.833333
147.000000		12.500000
157.000000		14.166667
167.000000		15.833333
177.000000		17.500000
187.000000		19.166667
197.000000		20.833333
207.000000		22.500000
217.000000		24.166667
227.000000		25.833333
237.000000		27.500000
247.000000		29.166667
257.000000		30.833333
267.000000		32.500000
277.000000		34.166667
287.000000		35.833333
297.000000		37.500000
307.000000		39.166667
317.000000		40.833333
327.000000		42.500000
337.000000		44.166667
347.000000		45.833333
357.000000		47.500000
367.000000		49.166667
377.000000		50.833333
387.000000		52.500000
397.000000		54.166667
407.000000		55.833333
417.000000		57.500000
427.000000		59.166667
437.000000		60.833333
447.000000		62.500000
457.000000		64.166667
467.000000		65.833333
477.000000		67.500000
487.000000		69.166667
